SampleID,Assay,NPX,pg/mL,Group
S12,SDC4,7.01067,5702.12293,Healthy_pool
S12,NEFL,3.37037,337.33432,Healthy_pool
S12,GDNF,2.10655,0.10323,Healthy_pool
S12,CLSTN3,4.12245,493.51414,Healthy_pool
S12,AGER,13.27714,2268.04976,Healthy_pool
S12,TP53,2.00313,0.21085,Healthy_pool
S12,Abeta40,1.6854,1.83373,Healthy_pool
S12,pTau217,1.31186,0.06358,Healthy_pool
S12,GFAP,3.82525,12.19391,Healthy_pool
S12,GLRX,8.43785,657.78804,Healthy_pool
S12,WWOX,0.42123,0.31399,Healthy_pool
S12,RTN4R,4.41129,506.80069,Healthy_pool
S12,Abeta42,3.0919,21.10948,Healthy_pool
S12,NGF,0.0937,0.03439,Healthy_pool
S12,NLGN1,3.98518,626.46109,Healthy_pool
S12,NPTX2,9.37581,10353.40355,Healthy_pool
S12,MOG,9.27618,43.95793,Healthy_pool
S13,VSNL1,2.53465,15.98196,Diseased_sample
S13,OMG,5.79282,80.39364,Diseased_sample
S13,STX1B,3.62947,68.27323,Diseased_sample
S13,NPTXR,11.32994,1212.25623,Diseased_sample
S13,SYT1,3.62069,16.2681,Diseased_sample
S13,ENO2,12.32875,61732.72735,Diseased_sample
S13,Inc Ctrl,-0.1928,,Diseased_sample
S13,TREM1,15.29842,567.95866,Diseased_sample
S13,S100B,1.37825,6.92593,Diseased_sample
S13,DDAH1,7.93455,1222.75825,Diseased_sample
S13,KLK8,8.57101,1057.14429,Diseased_sample
S13,FOXO3,4.90649,123.65518,Diseased_sample
S13,DDC,10.95152,1579.56471,Diseased_sample
S13,ITGAM,10.03918,8724.47265,Diseased_sample
S13,MMP10,11.03081,194.3754,Diseased_sample
S13,SNCAIP,-1.42818,,Diseased_sample
S13,TREM2,15.37518,20404.01058,Diseased_sample
S13,Det Ctrl,0.04447,,Diseased_sample
S13,ITGB2,11.35985,57035.40785,Diseased_sample
S13,SMOC1,10.63863,26247.60409,Diseased_sample
S13,BACE1,5.42678,298.09813,Diseased_sample
S13,SCG2,7.4573,3158.30759,Diseased_sample
S13,BMP7,6.00188,4479.17483,Diseased_sample
S13,NPTX1,7.95701,6838.54317,Diseased_sample
S13,HLA-DRA,3.05912,546.12812,Diseased_sample
S13,EIF2AK2,11.65365,289187.1006,Diseased_sample
S13,LRRK2,2.55142,2400.34921,Diseased_sample
S13,Ext Ctrl,0,,Diseased_sample
S13,SDC4,7.66973,8760.98163,Diseased_sample
S13,NEFL,5.06958,1050.84446,Diseased_sample
S13,GDNF,2.20129,0.1164,Diseased_sample
S13,CLSTN3,5.34189,979.28987,Diseased_sample
S13,AGER,13.53204,2719.54586,Diseased_sample
S13,TP53,4.63352,1.68502,Diseased_sample
S13,Abeta40,8.59987,111.85695,Diseased_sample
S13,pTau217,1.81967,0.1091,Diseased_sample
S13,GFAP,5.14586,34.49193,Diseased_sample
S13,GLRX,9.96427,2013.72137,Diseased_sample
S13,WWOX,3.16127,13.94808,Diseased_sample
S13,RTN4R,4.8104,643.97954,Diseased_sample
S13,Abeta42,6.25647,98.4399,Diseased_sample
S13,NGF,1.71194,2.21626,Diseased_sample
S13,NLGN1,-0.22402,,Diseased_sample
S13,NPTX2,9.13961,8889.15399,Diseased_sample
S13,MOG,9.54617,52.2629,Diseased_sample
S14,VSNL1,3.36235,30.36285,Diseased_sample
S14,OMG,6.59681,126.71727,Diseased_sample
S14,STX1B,3.9608,87.9128,Diseased_sample
S14,NPTXR,11.86066,1766.76663,Diseased_sample
S14,SYT1,3.90874,19.86786,Diseased_sample
S14,ENO2,13.43157,159661.1289,Diseased_sample
S14,Inc Ctrl,-0.06974,,Diseased_sample
S14,TREM1,14.34577,278.18958,Diseased_sample
S14,S100B,1.27445,6.04305,Diseased_sample
S14,DDAH1,7.52775,956.96354,Diseased_sample
S14,KLK8,9.65403,2152.34716,Diseased_sample
S14,FOXO3,4.95011,127.15197,Diseased_sample
S14,DDC,10.83075,1466.3523,Diseased_sample
S14,ITGAM,9.71437,6817.15441,Diseased_sample
S14,MMP10,11.43123,253.79097,Diseased_sample
S14,SNCAIP,4.20607,21.04945,Diseased_sample
S14,TREM2,15.13735,17296.87202,Diseased_sample
S14,Det Ctrl,0.12493,,Diseased_sample
S14,ITGB2,10.70544,37695.4131,Diseased_sample
S14,SMOC1,6.59718,2552.25045,Diseased_sample
S14,BACE1,5.8357,389.73392,Diseased_sample
S14,SCG2,7.54314,3336.21793,Diseased_sample
S14,BMP7,6.6495,6622.29902,Diseased_sample
S14,NPTX1,8.78286,11279.97363,Diseased_sample
S14,HLA-DRA,3.11433,571.2463,Diseased_sample
S14,EIF2AK2,9.9272,83193.14399,Diseased_sample
S14,LRRK2,1.03773,803.62529,Diseased_sample
S14,Ext Ctrl,0,,Diseased_sample
S14,SDC4,7.61415,8448.15992,Diseased_sample
S14,NEFL,4.19239,600.71892,Diseased_sample
S14,GDNF,2.48449,0.1629,Diseased_sample
S14,CLSTN3,4.18567,511.78541,Diseased_sample
S14,AGER,13.5333,2721.99609,Diseased_sample
S14,TP53,4.53917,1.57894,Diseased_sample
S14,Abeta40,10.05792,210.1028,Diseased_sample
S14,pTau217,3.12312,0.3496,Diseased_sample
S14,GFAP,4.47073,20.6418,Diseased_sample
S14,GLRX,8.09483,522.4476,Diseased_sample
S14,WWOX,3.27245,15.2789,Diseased_sample
S14,RTN4R,5.21741,820.60247,Diseased_sample
S14,Abeta42,6.15641,94.30352,Diseased_sample
S14,NGF,2.38618,4.3992,Diseased_sample
S14,NLGN1,0.82062,21.02012,Diseased_sample
S14,NPTX2,9.28926,9789.50474,Diseased_sample
S14,MOG,9.68103,57.00424,Diseased_sample
S15,VSNL1,3.78784,41.56279,Diseased_sample
S15,OMG,6.53928,122.72008,Diseased_sample
S15,STX1B,4.24768,108.48676,Diseased_sample
S15,NPTXR,11.5773,1442.97937,Diseased_sample
S15,SYT1,4.85996,36.81346,Diseased_sample
S15,ENO2,9.87131,10430.07723,Diseased_sample
S15,Inc Ctrl,-0.13323,,Diseased_sample
S15,TREM1,15.40074,614.22372,Diseased_sample
S15,S100B,2.18729,17.05175,Diseased_sample
S15,DDAH1,6.60721,549.07911,Diseased_sample
S15,KLK8,9.80105,2379.23844,Diseased_sample
S15,FOXO3,2.60032,23.36007,Diseased_sample
S15,DDC,10.86759,1499.96555,Diseased_sample
S15,ITGAM,9.53842,5984.51615,Diseased_sample
S15,MMP10,12.9794,727.32922,Diseased_sample
S15,SNCAIP,1.21235,1.12729,Diseased_sample
S15,TREM2,16.30466,39566.29156,Diseased_sample
S15,Det Ctrl,0.02761,,Diseased_sample
S15,ITGB2,10.74141,38554.46894,Diseased_sample
S15,SMOC1,8.30512,6402.6409,Diseased_sample
S15,BACE1,5.74934,368.44211,Diseased_sample
S15,SCG2,8.44154,6026.77449,Diseased_sample
S15,BMP7,7.22984,9369.21372,Diseased_sample
S15,NPTX1,8.98586,12786.61166,Diseased_sample
S15,HLA-DRA,2.97035,507.74045,Diseased_sample
S15,EIF2AK2,5.84445,7232.95875,Diseased_sample
S15,LRRK2,0.86848,698.81159,Diseased_sample
S15,Ext Ctrl,0,,Diseased_sample
S15,SDC4,5.0283,1547.81362,Diseased_sample
S15,NEFL,6.36783,2251.63594,Diseased_sample
S15,GDNF,2.86802,0.24621,Diseased_sample
S15,CLSTN3,5.03502,826.21212,Diseased_sample
S15,AGER,15.18653,9356.80097,Diseased_sample
S15,TP53,3.92496,1.02202,Diseased_sample
S15,Abeta40,11.49093,389.47508,Diseased_sample
S15,pTau217,3.70837,0.55443,Diseased_sample
S15,GFAP,5.11574,33.73347,Diseased_sample
S15,GLRX,7.46272,346.13103,Diseased_sample
S15,WWOX,0.77918,0.80247,Diseased_sample
S15,RTN4R,5.49507,968.13898,Diseased_sample
S15,Abeta42,6.33078,101.61434,Diseased_sample
S15,NGF,2.28126,3.98778,Diseased_sample
S15,NLGN1,1.31228,47.52981,Diseased_sample
S15,NPTX2,9.29144,9803.33836,Diseased_sample
S15,MOG,9.38986,47.27435,Diseased_sample
S16,VSNL1,3.37349,30.61701,Healthy_pool
S16,OMG,6.59084,126.2969,Healthy_pool
S16,STX1B,5.53045,258.47932,Healthy_pool
S16,NPTXR,11.905,1824.16214,Healthy_pool
S16,SYT1,3.71383,17.36868,Healthy_pool
S16,ENO2,9.61362,8805.18803,Healthy_pool
S16,Inc Ctrl,-0.06191,,Healthy_pool
S16,TREM1,14.37189,283.58959,Healthy_pool
S16,S100B,1.19951,5.45391,Healthy_pool
S16,DDAH1,6.52989,523.8902,Healthy_pool
S16,KLK8,9.55497,2012.95031,Healthy_pool
S16,FOXO3,2.93218,30.75696,Healthy_pool
S16,DDC,11.01855,1646.26642,Healthy_pool
S16,ITGAM,10.09864,9136.17378,Healthy_pool
S16,MMP10,11.73108,310.30573,Healthy_pool
S16,SNCAIP,0.77259,0.51665,Healthy_pool
S16,TREM2,15.10582,16924.23739,Healthy_pool
S16,Det Ctrl,0.1024,,Healthy_pool
S16,ITGB2,11.231,52529.96561,Healthy_pool
S16,SMOC1,5.04821,1124.29754,Healthy_pool
S16,BACE1,6.18727,488.88928,Healthy_pool
S16,SCG2,6.69539,1957.61704,Healthy_pool
S16,BMP7,5.11952,2588.91616,Healthy_pool
S16,NPTX1,8.08101,7366.63541,Healthy_pool
S16,HLA-DRA,2.89774,478.09227,Healthy_pool
S16,EIF2AK2,8.04541,26129.75179,Healthy_pool
S16,LRRK2,0.68073,594.88998,Healthy_pool
S16,Ext Ctrl,0,,Healthy_pool
S16,SDC4,6.86049,5172.04884,Healthy_pool
S16,NEFL,3.38726,341.59187,Healthy_pool
S16,GDNF,2.19737,0.11583,Healthy_pool
S16,CLSTN3,3.59396,362.23937,Healthy_pool
S16,AGER,13.32699,2349.65048,Healthy_pool
S16,TP53,1.66838,0.15082,Healthy_pool
S16,Abeta40,1.40438,1.30902,Healthy_pool
S16,pTau217,0.76413,0.03203,Healthy_pool
S16,GFAP,3.48303,9.05772,Healthy_pool
S16,GLRX,8.12502,533.02835,Healthy_pool
S16,WWOX,0.10083,0.04963,Healthy_pool
S16,RTN4R,4.18644,442.08612,Healthy_pool
S16,Abeta42,1.94663,9.99756,Healthy_pool
S16,NGF,-0.25646,,Healthy_pool
S16,NLGN1,4.04869,656.28007,Healthy_pool
S16,NPTX2,9.11821,8767.63106,Healthy_pool
S16,MOG,9.09439,39.14541,Healthy_pool
S17,VSNL1,3.49986,33.63873,Diseased_sample
S17,OMG,6.71844,135.57271,Diseased_sample
S17,STX1B,3.9936,90.08638,Diseased_sample
S17,NPTXR,12.41073,2643.06752,Diseased_sample
S17,SYT1,4.12624,22.99836,Diseased_sample
S17,ENO2,12.86169,96131.88575,Diseased_sample
S17,Inc Ctrl,0.00352,,Diseased_sample
S17,TREM1,13.96342,210.37102,Diseased_sample
S17,S100B,2.08716,15.43473,Diseased_sample
S17,DDAH1,6.29118,452.94628,Diseased_sample
S17,KLK8,9.81837,2407.67767,Diseased_sample
S17,FOXO3,3.77134,57.77833,Diseased_sample
S17,DDC,11.27818,1933.39933,Diseased_sample
S17,ITGAM,10.05651,8842.2568,Diseased_sample
S17,MMP10,10.64234,150.31473,Diseased_sample
S17,SNCAIP,1.90834,2.80049,Diseased_sample
S17,TREM2,14.7434,13200.58827,Diseased_sample
S17,Det Ctrl,0.0103,,Diseased_sample
S17,ITGB2,11.10872,48600.78885,Diseased_sample
S17,SMOC1,5.9453,1809.95053,Diseased_sample
S17,BACE1,6.39927,559.74825,Diseased_sample
S17,SCG2,7.56247,3377.74696,Diseased_sample
S17,BMP7,6.29722,5357.70124,Diseased_sample
S17,NPTX1,8.09549,7430.9808,Diseased_sample
S17,HLA-DRA,3.51418,785.15658,Diseased_sample
S17,EIF2AK2,7.78172,22387.63923,Diseased_sample
S17,LRRK2,1.91991,1562.53228,Diseased_sample
S17,Ext Ctrl,0,,Diseased_sample
S17,SDC4,7.21235,6501.02864,Diseased_sample
S17,NEFL,3.34934,332.09408,Diseased_sample
S17,GDNF,2.26002,0.12513,Diseased_sample
S17,CLSTN3,4.27019,537.17799,Diseased_sample
S17,AGER,13.95964,3705.35822,Diseased_sample
S17,TP53,3.97036,1.05623,Diseased_sample
S17,Abeta40,7.74875,76.76239,Diseased_sample
S17,pTau217,2.01368,0.13193,Diseased_sample
S17,GFAP,5.8188,55.9372,Diseased_sample
S17,GLRX,7.20579,293.86338,Diseased_sample
S17,WWOX,2.39953,7.07345,Diseased_sample
S17,RTN4R,4.98877,716.22539,Diseased_sample
S17,Abeta42,4.81357,51.61563,Diseased_sample
S17,NGF,0.94655,0.77793,Diseased_sample
S17,NLGN1,1.20259,40.44576,Diseased_sample
S17,NPTX2,9.36874,10306.07496,Diseased_sample
S17,MOG,9.29659,44.53507,Diseased_sample
S18,VSNL1,3.67784,38.35419,Diseased_sample
S18,OMG,6.74111,137.28634,Diseased_sample
S18,STX1B,4.15519,101.4564,Diseased_sample
S18,NPTXR,12.11422,2123.61263,Diseased_sample
S18,SYT1,4.36992,26.98515,Diseased_sample
S18,ENO2,12.85031,95198.53916,Diseased_sample
S18,Inc Ctrl,-0.09524,,Diseased_sample
S18,TREM1,14.50604,313.11145,Diseased_sample
S18,S100B,2.11389,15.85488,Diseased_sample
S18,DDAH1,7.03422,710.88261,Diseased_sample
S18,KLK8,8.92307,1325.95323,Diseased_sample
S18,FOXO3,3.98714,67.19853,Diseased_sample
S18,DDC,11.60717,2373.81166,Diseased_sample
S18,ITGAM,10.02897,8655.94168,Diseased_sample
S18,MMP10,11.34719,239.93596,Diseased_sample
S18,SNCAIP,1.00608,0.80536,Diseased_sample
S18,TREM2,15.45955,21644.02018,Diseased_sample
S18,Det Ctrl,0.14188,,Diseased_sample
S18,ITGB2,11.29666,54776.8559,Diseased_sample
S18,SMOC1,6.43727,2345.76018,Diseased_sample
S18,BACE1,6.3309,535.89404,Diseased_sample
S18,SCG2,8.41053,5901.04255,Diseased_sample
S18,BMP7,6.49227,6025.81949,Diseased_sample
S18,NPTX1,8.55206,9794.1679,Diseased_sample
S18,HLA-DRA,3.56667,817.885,Diseased_sample
S18,EIF2AK2,8.95413,45008.49308,Diseased_sample
S18,LRRK2,0.31093,423.79761,Diseased_sample
S18,Ext Ctrl,0,,Diseased_sample
S18,SDC4,7.18623,6391.48569,Diseased_sample
S18,NEFL,5.1284,1089.31373,Diseased_sample
S18,GDNF,2.2058,0.11705,Diseased_sample
S18,CLSTN3,4.75224,705.59808,Diseased_sample
S18,AGER,13.18735,2128.55144,Diseased_sample
S18,TP53,4.43856,1.47245,Diseased_sample
S18,Abeta40,9.36918,156.20902,Diseased_sample
S18,pTau217,3.24283,0.38507,Diseased_sample
S18,GFAP,5.47741,43.90321,Diseased_sample
S18,GLRX,7.39138,330.6924,Diseased_sample
S18,WWOX,2.68085,9.20576,Diseased_sample
S18,RTN4R,4.84232,656.36602,Diseased_sample
S18,Abeta42,4.99984,56.31745,Diseased_sample
S18,NGF,1.30009,1.33118,Diseased_sample
S18,NLGN1,0.29329,5.24901,Diseased_sample
S18,NPTX2,9.93274,14908.44761,Diseased_sample
S18,MOG,9.63971,55.50606,Diseased_sample
S19,VSNL1,4.16723,54.62342,Diseased_sample
S19,OMG,5.8246,81.88041,Diseased_sample
S19,STX1B,3.43956,58.73655,Diseased_sample
S19,NPTXR,11.41705,1288.64009,Diseased_sample
S19,SYT1,3.55459,15.52175,Diseased_sample
S19,ENO2,9.97499,11173.02215,Diseased_sample
S19,Inc Ctrl,-0.12147,,Diseased_sample
S19,TREM1,14.85653,406.52761,Diseased_sample
S19,S100B,0.87663,3.33602,Diseased_sample
S19,DDAH1,6.53066,524.13444,Diseased_sample
S19,KLK8,9.95696,2649.21365,Diseased_sample
S19,FOXO3,2.80873,27.82362,Diseased_sample
S19,DDC,12.1457,3335.79002,Diseased_sample
S19,ITGAM,9.73319,6913.754,Diseased_sample
S19,MMP10,12.35036,471.96006,Diseased_sample
S19,SNCAIP,0.87327,0.63196,Diseased_sample
S19,TREM2,16.34663,40795.25363,Diseased_sample
S19,Det Ctrl,-0.01182,,Diseased_sample
S19,ITGB2,10.9735,44614.61715,Diseased_sample
S19,SMOC1,6.83562,2895.12799,Diseased_sample
S19,BACE1,6.20855,495.59881,Diseased_sample
S19,SCG2,7.69485,3677.69877,Diseased_sample
S19,BMP7,6.77912,7157.03077,Diseased_sample
S19,NPTX1,8.77318,11213.02512,Diseased_sample
S19,HLA-DRA,4.39141,1518.86798,Diseased_sample
S19,EIF2AK2,5.61512,6308.5839,Diseased_sample
S19,LRRK2,-2.41823,,Diseased_sample
S19,Ext Ctrl,0,,Diseased_sample
S19,SDC4,6.18646,3335.58232,Diseased_sample
S19,NEFL,4.58461,775.87276,Diseased_sample
S19,GDNF,2.41106,0.14974,Diseased_sample
S19,CLSTN3,4.73892,700.34806,Diseased_sample
S19,AGER,13.06612,1954.44022,Diseased_sample
S19,TP53,3.48105,0.73499,Diseased_sample
S19,Abeta40,9.86474,193.36687,Diseased_sample
S19,pTau217,2.59337,0.22397,Diseased_sample
S19,GFAP,5.12559,33.97991,Diseased_sample
S19,GLRX,6.7184,216.27355,Diseased_sample
S19,WWOX,1.61713,3.01371,Diseased_sample
S19,RTN4R,5.43538,934.29586,Diseased_sample
S19,Abeta42,5.55296,72.4203,Diseased_sample
S19,NGF,1.47079,1.66352,Diseased_sample
S19,NLGN1,0.18658,3.34523,Diseased_sample
S19,NPTX2,9.61215,12074.37722,Diseased_sample
S19,MOG,9.39546,47.44439,Diseased_sample
S20,VSNL1,4.28669,59.46642,Diseased_sample
S20,OMG,6.04921,93.12065,Diseased_sample
S20,STX1B,4.16593,102.25278,Diseased_sample
S20,NPTXR,11.72273,1600.3247,Diseased_sample
S20,SYT1,4.42035,27.87924,Diseased_sample
S20,ENO2,11.3919,30031.01843,Diseased_sample
S20,Inc Ctrl,-0.10422,,Diseased_sample
S20,TREM1,15.28629,562.7209,Diseased_sample
S20,S100B,1.88946,12.57315,Diseased_sample
S20,DDAH1,8.68812,1931.75152,Diseased_sample
S20,KLK8,9.8177,2406.57148,Diseased_sample
S20,FOXO3,5.26877,155.54927,Diseased_sample
S20,DDC,11.87174,2803.62627,Diseased_sample
S20,ITGAM,10.32862,10953.27364,Diseased_sample
S20,MMP10,12.75035,620.83677,Diseased_sample
S20,SNCAIP,1.2913,1.26897,Diseased_sample
S20,TREM2,16.2375,37681.35903,Diseased_sample
S20,Det Ctrl,0.10664,,Diseased_sample
S20,ITGB2,11.23815,52769.72949,Diseased_sample
S20,SMOC1,7.4238,3960.20388,Diseased_sample
S20,BACE1,6.21823,498.6787,Diseased_sample
S20,SCG2,8.06898,4694.74308,Diseased_sample
S20,BMP7,6.4609,5913.17958,Diseased_sample
S20,NPTX1,8.46602,9294.7049,Diseased_sample
S20,HLA-DRA,3.34015,684.72258,Diseased_sample
S20,EIF2AK2,11.33224,224412.7911,Diseased_sample
S20,LRRK2,2.392,2159.80143,Diseased_sample
S20,Ext Ctrl,0,,Diseased_sample
S20,SDC4,7.12791,6153.60701,Diseased_sample
S20,NEFL,4.96273,983.96914,Diseased_sample
S20,GDNF,2.57009,0.1793,Diseased_sample
S20,CLSTN3,3.80026,409.21897,Diseased_sample
S20,AGER,13.17552,2110.85185,Diseased_sample
S20,TP53,3.14082,0.56459,Diseased_sample
S20,Abeta40,8.12809,90.89389,Diseased_sample
S20,pTau217,2.93067,0.29843,Diseased_sample
S20,GFAP,4.76659,25.95449,Diseased_sample
S20,GLRX,9.97234,2026.7708,Diseased_sample
S20,WWOX,2.61937,8.70329,Diseased_sample
S20,RTN4R,4.97823,711.74623,Diseased_sample
S20,Abeta42,4.77527,50.68998,Diseased_sample
S20,NGF,2.05907,3.20948,Diseased_sample
S20,NLGN1,1.66164,75.35765,Diseased_sample
S20,NPTX2,10.01304,15724.15975,Diseased_sample
S20,MOG,9.84022,63.18144,Diseased_sample
S21,VSNL1,3.0753,24.43212,Healthy_sample
S21,OMG,7.0577,163.47346,Healthy_sample
S21,STX1B,4.04154,93.34249,Healthy_sample
S21,NPTXR,12.13158,2150.75858,Healthy_sample
S21,SYT1,4.15516,23.4439,Healthy_sample
S21,ENO2,8.57874,4548.71929,Healthy_sample
S21,Inc Ctrl,-0.15173,,Healthy_sample
S21,TREM1,14.15549,241.96218,Healthy_sample
S21,S100B,1.23178,5.70279,Healthy_sample
S21,DDAH1,4.95528,195.8285,Healthy_sample
S21,KLK8,8.97835,1374.45748,Healthy_sample
S21,FOXO3,1.03652,4.16477,Healthy_sample
S21,DDC,10.34705,1090.316,Healthy_sample
S21,ITGAM,9.52966,5946.18215,Healthy_sample
S21,MMP10,12.10637,399.80447,Healthy_sample
S21,SNCAIP,1.56017,1.83733,Healthy_sample
S21,TREM2,15.08251,16654.08844,Healthy_sample
S21,Det Ctrl,0.02692,,Healthy_sample
S21,ITGB2,10.62398,35823.67436,Healthy_sample
S21,SMOC1,5.05879,1130.6872,Healthy_sample
S21,BACE1,6.27094,515.77096,Healthy_sample
S21,SCG2,6.78562,2070.53372,Healthy_sample
S21,BMP7,4.90423,2255.18702,Healthy_sample
S21,NPTX1,8.26146,8212.06672,Healthy_sample
S21,HLA-DRA,3.29352,659.80307,Healthy_sample
S21,EIF2AK2,2.74133,878.06308,Healthy_sample
S21,LRRK2,-0.44493,185.56056,Healthy_sample
S21,Ext Ctrl,0,,Healthy_sample
S21,SDC4,6.48807,4060.12914,Healthy_sample
S21,NEFL,2.68525,196.43359,Healthy_sample
S21,GDNF,1.91999,0.08038,Healthy_sample
S21,CLSTN3,3.27599,299.06615,Healthy_sample
S21,AGER,12.68367,1497.1873,Healthy_sample
S21,TP53,2.35072,0.29098,Healthy_sample
S21,Abeta40,1.47978,1.44008,Healthy_sample
S21,pTau217,1.20753,0.05636,Healthy_sample
S21,GFAP,3.62869,10.29792,Healthy_sample
S21,GLRX,4.56592,56.10623,Healthy_sample
S21,WWOX,-0.06815,,Healthy_sample
S21,RTN4R,4.34918,488.10402,Healthy_sample
S21,Abeta42,4.70428,49.00938,Healthy_sample
S21,NGF,2.53766,5.04766,Healthy_sample
S21,NLGN1,1.87854,97.22827,Healthy_sample
S21,NPTX2,9.56502,11708.5245,Healthy_sample
S21,MOG,9.64736,55.78025,Healthy_sample
S22,VSNL1,3.18356,26.5344,Healthy_pool
S22,OMG,6.42896,115.38333,Healthy_pool
S22,STX1B,5.37032,233.11941,Healthy_pool
S22,NPTXR,11.73436,1613.6896,Healthy_pool
S22,SYT1,3.59614,15.98757,Healthy_pool
S22,ENO2,9.40407,7684.77966,Healthy_pool
S22,Inc Ctrl,-0.10093,,Healthy_pool
S22,TREM1,14.32994,274.96857,Healthy_pool
S22,S100B,1.29118,6.17997,Healthy_pool
S22,DDAH1,6.47845,507.7532,Healthy_pool
S22,KLK8,9.49249,1930.16124,Healthy_pool
S22,FOXO3,3.19965,37.93493,Healthy_pool
S22,DDC,10.92062,1549.76524,Healthy_pool
S22,ITGAM,10.06768,8919.12757,Healthy_pool
S22,MMP10,11.56505,277.57349,Healthy_pool
S22,SNCAIP,1.2676,1.22531,Healthy_pool
S22,TREM2,15.08194,16647.61865,Healthy_pool
S22,Det Ctrl,0.02308,,Healthy_pool
S22,ITGB2,11.19853,51455.00179,Healthy_pool
S22,SMOC1,4.92555,1052.61845,Healthy_pool
S22,BACE1,5.97647,426.91883,Healthy_pool
S22,SCG2,6.66518,1921.24914,Healthy_pool
S22,BMP7,5.21859,2756.82612,Healthy_pool
S22,NPTX1,7.99865,7011.36178,Healthy_pool
S22,HLA-DRA,3.0736,552.62232,Healthy_pool
S22,EIF2AK2,8.01409,25652.94982,Healthy_pool
S22,LRRK2,-1.18993,57.89934,Healthy_pool
S22,Ext Ctrl,0,,Healthy_pool
S22,SDC4,6.95125,5486.18255,Healthy_pool
S22,NEFL,3.54378,383.10178,Healthy_pool
S22,GDNF,1.72914,0.06079,Healthy_pool
S22,CLSTN3,3.51357,345.25928,Healthy_pool
S22,AGER,13.21516,2170.75884,Healthy_pool
S22,TP53,2.35428,0.29191,Healthy_pool
S22,Abeta40,0.95468,0.66278,Healthy_pool
S22,pTau217,1.77287,0.10408,Healthy_pool
S22,GFAP,3.66423,10.62108,Healthy_pool
S22,GLRX,8.17093,549.57582,Healthy_pool
S22,WWOX,0.06742,0.02974,Healthy_pool
S22,RTN4R,4.20084,445.99168,Healthy_pool
S22,Abeta42,4.1355,37.08952,Healthy_pool
S22,NGF,-0.23723,,Healthy_pool
S22,NLGN1,4.02524,645.13359,Healthy_pool
S22,NPTX2,9.09536,8639.83964,Healthy_pool
S22,MOG,9.14046,40.31106,Healthy_pool
S23,VSNL1,3.65842,37.81179,Diseased_sample
S23,OMG,7.04411,162.25753,Diseased_sample
S23,STX1B,6.05312,359.35659,Diseased_sample
S23,NPTXR,12.99974,4136.82754,Diseased_sample
S23,SYT1,5.1285,43.42195,Diseased_sample
S23,ENO2,12.93792,102658.9504,Diseased_sample
S23,Inc Ctrl,-0.04757,,Diseased_sample
S23,TREM1,13.82174,189.85123,Diseased_sample
S23,S100B,1.66975,9.86079,Diseased_sample
S23,DDAH1,7.45534,916.14568,Diseased_sample
S23,KLK8,9.84097,2445.32607,Diseased_sample
S23,FOXO3,4.04502,69.93428,Diseased_sample
S23,DDC,12.17205,3392.31413,Diseased_sample
S23,ITGAM,9.62161,6362.94976,Diseased_sample
S23,MMP10,12.10288,398.86035,Diseased_sample
S23,SNCAIP,2.74275,6.50566,Diseased_sample
S23,TREM2,15.74693,26503.61214,Diseased_sample
S23,Det Ctrl,-0.02549,,Diseased_sample
S23,ITGB2,11.0539,46941.30386,Diseased_sample
S23,SMOC1,6.86706,2943.74372,Diseased_sample
S23,BACE1,6.84787,743.51219,Diseased_sample
S23,SCG2,8.18913,5084.48313,Diseased_sample
S23,BMP7,6.25877,5234.68534,Diseased_sample
S23,NPTX1,8.6957,10692.4351,Diseased_sample
S23,HLA-DRA,4.06543,1194.79545,Diseased_sample
S23,EIF2AK2,8.54675,35179.67054,Diseased_sample
S23,LRRK2,-0.42974,189.13166,Diseased_sample
S23,Ext Ctrl,0,,Diseased_sample
S23,SDC4,7.686,8854.79567,Diseased_sample
S23,NEFL,4.95579,979.75869,Diseased_sample
S23,GDNF,2.45973,0.15837,Diseased_sample
S23,CLSTN3,5.10326,858.12939,Diseased_sample
S23,AGER,14.47137,5411.96159,Diseased_sample
S23,TP53,4.70923,1.77476,Diseased_sample
S23,Abeta40,9.38082,156.99561,Diseased_sample
S23,pTau217,2.81921,0.27181,Diseased_sample
S23,GFAP,5.88913,58.75821,Diseased_sample
S23,GLRX,8.36764,627.20097,Diseased_sample
S23,WWOX,3.4495,17.60751,Diseased_sample
S23,RTN4R,5.59006,1024.6225,Diseased_sample
S23,Abeta42,5.97128,87.05158,Diseased_sample
S23,NGF,2.29618,4.04449,Diseased_sample
S23,NLGN1,4.14276,702.64152,Diseased_sample
S23,NPTX2,9.32276,10003.83579,Diseased_sample
S23,MOG,10.22263,81.03686,Diseased_sample
S24,VSNL1,4.1732,54.85637,Diseased_sample
S24,OMG,6.97647,156.33426,Diseased_sample
S24,STX1B,4.21409,105.88789,Diseased_sample
S24,NPTXR,11.90365,1822.37889,Diseased_sample
S24,SYT1,3.91035,19.88967,Diseased_sample
S24,ENO2,10.36624,14540.75067,Diseased_sample
S24,Inc Ctrl,0.04696,,Diseased_sample
S24,TREM1,14.5825,331.36624,Diseased_sample
S24,S100B,1.87292,12.35259,Diseased_sample
S24,DDAH1,8.06179,1320.40477,Diseased_sample
S24,KLK8,9.47767,1911.07512,Diseased_sample
S24,FOXO3,5.26552,155.23263,Diseased_sample
S24,DDC,12.25712,3581.79095,Diseased_sample
