SampleID,Assay,NPX_Run1,NPX_Run2,NPX_Run3,pg/mL_Run1,pg/mL_Run2,pg/mL_Run3
Sample_17,STX1B,4.18127,3.52827,3.94794,103.39893,63.04741,87.07227
Sample_17,NPTXR,11.89313,11.68991,11.92391,1808.6003,1563.26754,1849.25086
Sample_17,SYT1,3.705,3.47972,3.71019,17.2618,14.70966,17.32454
Sample_17,ENO2,9.14235,8.96443,9.36856,6495.32518,5799.76294,7510.52505
Sample_17,Inc Ctrl,-0.16123,0.02368,-0.07209,,,
Sample_17,TREM1,14.13617,13.87859,14.15549,238.57157,197.82111,241.96177
Sample_17,S100B,0.7255,1.6831,1.00587,2.55527,10.01258,4.10613
Sample_17,DDAH1,6.40212,6.01009,6.48585,484.68879,381.15562,510.04455
Sample_17,KLK8,9.32884,9.33008,9.48616,1730.48091,1731.90145,1921.98523
Sample_17,FOXO3,3.02518,2.43736,2.87134,33.12012,20.26147,29.28308
Sample_17,DDC,11.17801,10.8223,11.20545,1816.91062,1458.74807,1848.08658
Sample_17,ITGAM,10.04871,9.78607,10.09725,8788.98263,7193.51038,9126.29096
Sample_17,MMP10,11.31733,11.09123,11.46977,235.20282,202.33415,260.41774
Sample_17,SNCAIP,2.26607,2.08782,2.5814,4.11394,3.41412,5.60308
Sample_17,TREM2,15.09332,14.55098,15.49087,16778.83086,11584.7643,22124.44344
Sample_17,Det Ctrl,-0.17047,-0.00533,0.07272,,,
Sample_17,ITGB2,10.73955,10.78318,10.88471,38509.52934,39577.67275,42185.52366
Sample_17,SMOC1,4.58913,4.74363,4.95979,877.31128,954.14967,1072.18169
Sample_17,BACE1,6.37756,6.60815,6.53145,552.06466,639.09116,608.77762
Sample_17,SCG2,6.69342,6.40119,6.78229,1955.22593,1631.46363,2066.25295
Sample_17,BMP7,5.29538,5.04768,5.45364,2893.67143,2472.96196,3195.36832
Sample_17,NPTX1,7.94096,7.71316,8.24131,6773.12414,5911.05921,8112.81059
Sample_17,HLA-DRA,2.28676,,2.6295,281.71461,,381.02808
Sample_17,EIF2AK2,8.2459,7.94205,8.32478,29410.86246,24590.51581,30818.73918
Sample_17,LRRK2,-0.22851,0.16401,0.64837,240.71751,366.79195,578.20266
Sample_17,Ext Ctrl,0,0,0,,,
Sample_17,SDC4,7.13772,6.92246,7.26563,6193.0091,5384.49731,6730.38232
Sample_17,NEFL,3.76802,3.5664,3.90312,449.49936,389.4187,493.7926
Sample_17,GDNF,1.38791,,1.5172,0.03383,,0.04294
Sample_17,CLSTN3,3.88581,3.64493,3.31915,430.23797,373.37959,307.03686
Sample_17,AGER,12.96789,12.8783,13.00332,1824.43727,1713.82429,1870.23982
Sample_17,TP53,2.8378,2.26939,2.55068,0.44199,0.2704,0.34689
Sample_17,Abeta40,,3.006,2.54694,,5.91821,4.14998
Sample_17,pTau217,2.08564,1.45349,2.98774,0.14131,0.07445,0.31289
Sample_17,GFAP,4.21871,,4.06384,16.88684,,14.88351
Sample_17,GLRX,7.9674,7.51029,8.25254,480.25285,356.85364,580.40982
Sample_17,WWOX,0.44777,0.34382,0.58665,0.34277,0.23634,0.51211
Sample_17,RTN4R,4.48942,4.08514,4.61308,531.26534,415.47444,572.26351
Sample_17,Abeta42,,2.18046,,,11.83143,
Sample_17,NGF,0.75563,,0.88406,0.54574,,0.69717
Sample_17,NLGN1,0.90916,2.05537,1.95968,24.85225,118.05387,106.43122
Sample_17,NPTX2,9.00315,8.68111,9.01424,8143.45037,6629.8849,8201.53864
Sample_17,MOG,8.82858,8.74627,9.06314,33.06554,31.38702,38.37438
Sample_18,VSNL1,3.46848,3.07618,3.68381,32.86409,24.44862,38.52237
Sample_18,OMG,6.04309,5.78395,6.27118,92.79675,79.98285,105.59687
Sample_18,STX1B,4.15474,3.22908,4.38399,101.42313,49.44658,119.59176
Sample_18,NPTXR,11.92519,11.60598,11.81728,1850.96055,1472.63562,1712.49386
Sample_18,SYT1,3.49458,3.50132,3.63662,14.86811,14.94042,16.45223
Sample_18,ENO2,9.09344,8.88298,9.3657,6295.68449,5508.13398,7496.71523
Sample_18,Inc Ctrl,-0.141,-0.07017,0.03117,,,
Sample_18,TREM1,14.17451,13.96607,14.20886,245.35064,210.77581,251.59539
Sample_18,S100B,1.82068,0.2909,0.112,11.67386,0.93695,0.50423
Sample_18,DDAH1,6.50673,6.13673,6.52753,516.56379,412.04879,523.13686
Sample_18,KLK8,9.27433,9.27677,9.56643,1669.06389,1671.76185,2028.55845
Sample_18,FOXO3,2.80379,2.47531,2.87211,27.71092,20.95416,29.30149
Sample_18,DDC,11.24286,11.02645,11.186,1891.46375,1654.3097,1825.93734
Sample_18,ITGAM,10.09363,9.83142,10.16381,9100.65245,7443.7277,9613.25074
Sample_18,MMP10,11.30523,11.08752,11.4674,233.31174,201.83477,260.00498
Sample_18,SNCAIP,2.48909,1.78884,2.08007,5.13134,2.43806,3.38583
Sample_18,TREM2,15.22231,14.7236,15.47782,18345.02954,13023.82731,21922.82712
Sample_18,Det Ctrl,-0.08385,-0.01535,0.01696,,,
Sample_18,ITGB2,10.70532,10.72339,10.93411,37692.71552,38121.47072,43519.30892
Sample_18,SMOC1,4.74051,4.22222,4.76792,952.53609,716.99791,966.78
Sample_18,BACE1,6.54339,6.54958,6.52922,613.40476,615.81787,607.91728
Sample_18,SCG2,6.68372,6.48891,6.78731,1943.48538,1722.44684,2072.70903
Sample_18,BMP7,5.47111,5.23787,5.34591,3230.37356,2790.6261,2987.04483
Sample_18,NPTX1,7.85797,7.69132,8.15625,6444.984,5834.57294,7707.49424
Sample_18,HLA-DRA,2.6191,,2.62327,377.63203,,378.99174
Sample_18,EIF2AK2,8.36773,7.96833,8.29303,31615.19219,24972.66335,30243.56515
Sample_18,LRRK2,1.41842,1.16539,-0.80919,1083.17177,890.26514,112.25088
Sample_18,Ext Ctrl,0,0,0,,,
Sample_18,SDC4,6.9383,7.00984,7.43505,5440.22204,5699.03086,7515.74239
Sample_18,NEFL,4.02564,3.82453,3.73305,536.98385,467.61536,438.57393
Sample_18,GDNF,1.67358,,1.53945,0.05574,,0.04464
Sample_18,CLSTN3,4.19574,3.19845,4.08545,514.75342,285.19481,483.09834
Sample_18,AGER,12.93715,12.803,12.96001,1785.66043,1626.32443,1814.417
Sample_18,TP53,1.98132,2.48549,2.58611,0.20647,0.32779,0.35763
Sample_18,Abeta40,,2.21424,2.57161,,3.11577,4.2345
Sample_18,pTau217,2.25193,2.06309,1.17717,0.16503,0.13831,0.05438
Sample_18,GFAP,4.32017,,3.98834,18.32089,,13.98289
Sample_18,GLRX,8.68956,7.54351,8.28007,781.98159,364.55283,591.23612
Sample_18,WWOX,0.31986,0.26756,0.49537,0.21417,0.16873,0.39722
Sample_18,RTN4R,4.56117,4.10646,4.62704,554.70424,420.95057,577.07552
Sample_18,Abeta42,,0.39156,,,2.05998,
Sample_18,NGF,0.27956,,0.40022,0.1374,,0.21986
Sample_18,NLGN1,1.93227,1.97036,1.58687,103.25663,107.68615,68.67693
Sample_18,NPTX2,9.01851,8.71689,9.10071,8224.04622,6782.62796,8669.61126
Sample_18,MOG,8.91381,8.79197,9.14537,34.90109,32.30781,40.43728
Sample_19,VSNL1,3.22331,3.09604,3.40692,27.34591,24.82297,31.39141
Sample_19,OMG,5.96574,5.83532,5.94921,88.78939,82.38786,87.9539
Sample_19,STX1B,3.40894,3.175,4.15016,57.30471,47.25944,101.08511
Sample_19,NPTXR,11.73006,11.62576,11.57539,1608.73465,1493.47893,1441.02204
Sample_19,SYT1,3.41133,3.40223,3.69326,13.99773,13.90512,17.12059
Sample_19,ENO2,8.96807,8.87692,9.08992,5813.191,5487.07685,6281.58364
Sample_19,Inc Ctrl,-0.24299,-0.0863,-0.02177,,,
Sample_19,TREM1,14.06983,13.96359,14.02151,227.30017,210.39593,219.44284
Sample_19,S100B,,1.248,1.23692,,5.83063,5.74309
Sample_19,DDAH1,6.4948,5.90698,6.26264,512.83065,357.63134,445.1102
Sample_19,KLK8,9.20294,9.3055,9.31897,1592.21337,1703.88329,1719.18
Sample_19,FOXO3,2.92965,2.53448,3.13593,30.69474,22.06888,36.11683
Sample_19,DDC,11.17849,11.02368,11.05815,1817.45152,1651.49214,1687.0296
Sample_19,ITGAM,10.09776,9.81776,10.09432,9129.9107,7367.33623,9105.54439
Sample_19,MMP10,11.2813,11.10549,11.2383,229.61836,204.26062,223.13209
Sample_19,SNCAIP,2.42556,2.02653,2.43801,4.82439,3.19478,4.88344
Sample_19,TREM2,15.23263,14.85258,15.36867,18476.87399,14221.55033,20311.52329
Sample_19,Det Ctrl,-0.14102,0.01398,-0.00087,,,
Sample_19,ITGB2,10.69833,10.72542,10.83918,37528.20967,38170.10276,40994.45185
Sample_19,SMOC1,4.40748,4.51955,4.60776,794.2643,844.60383,886.26252
Sample_19,BACE1,6.21359,6.61548,6.15604,497.19884,642.06143,479.20241
Sample_19,SCG2,6.65277,6.51382,6.66964,1906.51427,1749.21569,1926.58105
Sample_19,BMP7,5.09334,4.98788,4.97556,2546.09416,2379.99267,2361.23623
Sample_19,NPTX1,7.82801,7.73966,8.04599,6330.59047,6005.27523,7213.32612
Sample_19,HLA-DRA,2.71411,,2.57577,409.6414,,363.75381
Sample_19,EIF2AK2,8.25213,7.96495,8.22737,29519.52215,24923.21155,29090.20555
Sample_19,LRRK2,1.21345,-2.29517,0.61952,924.67498,,563.62144
Sample_19,Ext Ctrl,0,0,0,,,
Sample_19,SDC4,6.9744,7.13396,7.23139,5569.32308,6177.87631,6582.06708
Sample_19,NEFL,3.04843,3.73857,3.5406,263.83057,440.28471,382.2183
Sample_19,GDNF,1.17064,,1.06874,0.02115,,0.01621
Sample_19,CLSTN3,3.41531,3.3423,3.20802,325.45558,311.38627,286.877
Sample_19,AGER,12.87398,12.92454,12.79934,1708.67474,1770.00604,1622.19693
Sample_19,TP53,2.18866,2.18739,2.56443,0.25112,0.25083,0.35103
Sample_19,Abeta40,,1.9176,2.43776,,2.34618,3.7893
Sample_19,pTau217,0.26251,1.58894,2.39469,0.01425,0.08609,0.18789
Sample_19,GFAP,4.27389,,3.83246,17.65425,,12.26874
Sample_19,GLRX,7.96109,7.64124,8.17184,478.26266,388.25717,549.91117
Sample_19,WWOX,0.28276,0.31749,0.46429,0.18153,0.21202,0.36125
Sample_19,RTN4R,4.58886,4.29773,4.37628,564.00638,473.1017,496.18189
Sample_19,Abeta42,,2.29667,,,12.81861,
Sample_19,NGF,0.35479,,0.60651,0.18724,,0.3931
Sample_19,NLGN1,1.5468,1.62362,1.89989,65.2668,71.90833,99.59245
Sample_19,NPTX2,8.86136,8.77929,8.93218,7437.20633,7057.74113,7781.66868
Sample_19,MOG,8.62756,8.88987,8.95794,29.11888,34.37529,35.89238
Sample_20,VSNL1,3.38468,3.145,3.22991,30.87425,25.76768,27.48273
Sample_20,OMG,6.01029,5.89781,5.82452,91.07774,85.40115,81.87679
Sample_20,STX1B,3.93989,3.98204,3.81277,86.55005,89.31515,78.63441
Sample_20,NPTXR,11.84613,11.68617,11.46574,1748.38126,1559.10469,1333.56971
Sample_20,SYT1,3.38713,3.61356,3.40601,13.75246,16.18623,13.9435
Sample_20,ENO2,9.13368,9.05857,8.94613,6459.4256,6157.36594,5732.85667
Sample_20,Inc Ctrl,-0.07442,-0.02592,-0.10307,,,
Sample_20,TREM1,14.19719,14.04872,13.88769,249.45566,223.8318,199.12874
Sample_20,S100B,1.43893,0.73967,0.82634,7.47968,2.6233,3.06241
Sample_20,DDAH1,6.55562,6.11423,6.1045,532.14647,406.39209,403.96801
Sample_20,KLK8,9.35122,9.39731,9.11829,1756.39635,1811.13597,1506.03298
Sample_20,FOXO3,3.15256,2.55922,2.66165,36.58439,22.54757,24.61285
Sample_20,DDC,11.30863,11.10901,10.95963,1970.33891,1740.92679,1587.4827
Sample_20,ITGAM,10.16402,9.88273,9.93398,9614.82684,7738.82135,8046.99043
Sample_20,MMP10,11.33471,11.11311,11.0918,237.94516,205.29672,202.41076
Sample_20,SNCAIP,2.15403,2.34539,2.41108,3.66304,4.45683,4.75642
Sample_20,TREM2,15.29758,14.87608,15.14755,19329.81101,14451.96584,17419.36251
Sample_20,Det Ctrl,-0.02216,0.05305,-0.03622,,,
Sample_20,ITGB2,10.76462,10.78858,10.78903,39119.40338,39712.01267,39723.21316
Sample_20,SMOC1,4.79007,4.60424,4.74572,978.43328,884.56577,955.22779
Sample_20,BACE1,6.3947,6.63595,6.04429,558.12122,650.43305,445.9985
Sample_20,SCG2,6.66375,6.54626,6.48202,1919.55148,1784.70866,1715.12534
Sample_20,BMP7,5.19421,5.02695,4.92963,2714.61769,2440.36395,2292.45511
Sample_20,NPTX1,7.90757,7.72904,7.87359,6639.08931,5967.34412,6505.48279
Sample_20,HLA-DRA,3.11719,,2.58214,572.57357,,365.76551
Sample_20,EIF2AK2,8.31084,7.97897,7.91225,30564.77264,25129.2307,24164.68394
Sample_20,LRRK2,1.1287,1.40176,0.93482,864.666,1069.55224,738.57923
Sample_20,Ext Ctrl,0,0,0,,,
Sample_20,SDC4,7.08288,7.14252,7.22566,5976.09835,6212.36268,6557.55862
Sample_20,NEFL,3.59134,3.91623,3.21752,396.47748,498.27473,300.67815
Sample_20,GDNF,1.26614,,1.07336,0.02634,,0.01642
Sample_20,CLSTN3,3.44293,3.81972,3.234,330.92057,413.91757,291.48544
Sample_20,AGER,12.92245,12.98797,12.68409,1767.42347,1850.24728,1497.61914
Sample_20,TP53,2.53457,2.32097,2.42361,0.34209,0.28331,0.31046
Sample_20,Abeta40,,1.55505,1.88426,,1.57793,2.26794
Sample_20,pTau217,1.9152,1.80498,1.27832,0.11991,0.1075,0.06119
Sample_20,GFAP,4.31312,,4.00785,18.21792,,14.21105
Sample_20,GLRX,8.06221,7.74991,8.09869,511.27256,416.58439,523.78622
Sample_20,WWOX,0.24135,0.35413,0.13982,0.14748,0.24615,0.07419
Sample_20,RTN4R,4.67462,4.26923,4.35488,593.76674,464.97568,489.79377
Sample_20,Abeta42,,0.7569,,,3.35173,
Sample_20,NGF,0.30859,,0.58716,0.15603,,0.37504
Sample_20,NLGN1,1.98488,1.99064,1.40842,109.40964,110.09817,54.35683
Sample_20,NPTX2,9.1014,8.96032,8.88611,8673.44225,7923.07031,7555.74408
Sample_20,MOG,8.96265,9.04256,8.87228,36,37.87529,33.99396
Sample_21,VSNL1,3.55738,3.03811,3.42323,35.10133,23.74491,31.7758
Sample_21,OMG,6.29315,5.80942,5.97736,106.91183,81.16718,89.38134
Sample_21,STX1B,3.69388,3.99075,4.00331,71.779,89.89562,90.73789
Sample_21,NPTXR,11.89937,11.58072,11.54151,1816.76282,1446.47561,1406.86469
Sample_21,SYT1,3.51015,3.48779,3.45628,15.0355,14.79547,14.46249
Sample_21,ENO2,9.18121,8.81991,9.11594,6658.73653,5293.01646,6386.67838
Sample_21,Inc Ctrl,-0.12825,0.05224,-0.11788,,,
Sample_21,TREM1,14.30346,13.88924,14.00679,269.67045,199.3531,217.10582
Sample_21,S100B,1.47039,1.03745,0.58522,7.7782,4.30951,1.93702
Sample_21,DDAH1,6.52992,6.06156,6.24153,523.90019,393.4375,439.39609
Sample_21,KLK8,9.31181,9.22059,9.31744,1711.03373,1610.84781,1717.43401
Sample_21,FOXO3,3.18995,2.66383,2.55304,37.65361,24.6584,22.42738
Sample_21,DDC,11.30155,10.85815,11.01423,1961.68436,1491.28088,1641.87401
Sample_21,ITGAM,10.12904,9.8184,9.93878,9355.2497,7370.88524,8076.55955
Sample_21,MMP10,11.35128,11.02271,11.11864,240.59156,193.33395,206.05345
Sample_21,SNCAIP,2.50853,1.82592,1.6955,5.22813,2.54677,2.17876
Sample_21,TREM2,15.29306,14.63397,15.2337,19269.13579,12254.47038,18490.66153
Sample_21,Det Ctrl,-0.12887,0.05189,-0.09725,,,
Sample_21,ITGB2,10.73411,10.67019,11.03419,38378.31144,36873.20754,46359.40999
Sample_21,SMOC1,4.74847,4.49283,4.43602,956.65211,832.34228,806.81757
Sample_21,BACE1,6.34339,6.58291,6.19752,540.17622,628.95951,492.11149
Sample_21,SCG2,6.69922,6.42818,6.52307,1962.28494,1658.9265,1759.26754
Sample_21,BMP7,5.07245,4.95525,5.09031,2512.3975,2330.60539,2541.18079
Sample_21,NPTX1,7.89647,7.68066,8.04161,6595.1308,5797.58069,7194.3706
Sample_21,HLA-DRA,2.68546,,2.52376,399.75535,,347.66851
Sample_21,EIF2AK2,8.29953,7.8907,8.12059,30360.40431,23861.4746,27312.42713
Sample_21,LRRK2,1.0817,0.51421,0.06812,832.70531,512.65665,332.61693
Sample_21,Ext Ctrl,0,0,0,,,
Sample_21,SDC4,7.12507,7.00349,7.00143,6142.27275,5675.56638,5668.00557
Sample_21,NEFL,3.8058,3.91037,3.29461,461.54587,496.26664,318.7522
Sample_21,GDNF,1.46264,,1.39922,0.03894,,0.03458
Sample_21,CLSTN3,4.15664,3.51228,3.45631,503.32161,344.99281,333.59504
Sample_21,AGER,13.04315,12.80462,12.83821,1923.18909,1628.15485,1666.64132
Sample_21,TP53,2.68293,1.99481,2.00465,0.38838,0.20917,0.21116
Sample_21,Abeta40,,2.91244,1.95808,,5.52281,2.44332
Sample_21,pTau217,1.89403,2.35274,1.86227,0.11745,0.18092,0.11382
Sample_21,GFAP,4.17398,,4.19645,16.28582,,16.58543
Sample_21,GLRX,8.12642,7.54579,8.10662,533.52343,365.08655,526.55254
Sample_21,WWOX,0.29189,0.42679,0.835,0.18937,0.31992,0.89964
Sample_21,RTN4R,4.56936,4.19405,4.37207,557.43887,444.14581,494.91942
Sample_21,Abeta42,,2.32552,,,13.07178,
Sample_21,NGF,0.74162,,0.46249,0.53036,,0.26774
Sample_21,NLGN1,1.43795,1.48294,2.3533,56.57512,60.06765,160.08382
Sample_21,NPTX2,9.0591,8.72406,8.91296,8440.9646,6813.65179,7686.58462
Sample_21,MOG,8.91186,8.86076,9.15307,34.8581,33.74657,40.63636
Sample_22,VSNL1,3.54746,3.14501,3.52278,34.84516,25.768,34.21468
Sample_22,OMG,6.36234,5.75599,6.11305,111.15291,78.70085,96.56233
Sample_22,STX1B,3.99857,3.76416,4.09163,90.41895,75.76959,96.84944
Sample_22,NPTXR,11.92093,11.66098,11.7658,1845.27334,1531.36747,1650.40689
Sample_22,SYT1,3.71151,3.48522,3.61976,17.34054,14.76809,16.25744
Sample_22,ENO2,9.10497,8.82505,9.23393,6342.16852,5310.20985,6887.46132
Sample_22,Inc Ctrl,-0.09118,-0.0394,-0.03044,,,
Sample_22,TREM1,14.221,13.8703,14.10332,253.84133,196.63797,232.91898
Sample_22,S100B,1.11515,0.15018,0.23965,4.8368,0.58634,0.8003
Sample_22,DDAH1,6.52584,6.04633,6.26006,522.60075,389.76473,444.40807
Sample_22,KLK8,9.38698,9.21228,9.42872,1798.70027,1602.04875,1849.49853
Sample_22,FOXO3,3.09167,2.67727,3.27663,34.89483,24.93999,40.22734
Sample_22,DDC,11.27729,10.97084,11.22319,1932.33191,1598.50228,1868.52901
Sample_22,ITGAM,10.20806,9.80201,10.05553,9953.52415,7280.34953,8835.51318
Sample_22,MMP10,11.36486,11.05841,11.34014,242.78256,197.96971,238.80904
Sample_22,SNCAIP,1.99984,1.33044,2.64129,3.1025,1.34325,5.9262
Sample_22,TREM2,15.31409,14.79822,15.30615,19553.29474,13703.16937,19445.4947
Sample_22,Det Ctrl,-0.03618,-0.01286,-0.02525,,,
Sample_22,ITGB2,10.81382,10.69755,11.15834,40346.20905,37509.73471,50156.30832
Sample_22,SMOC1,4.42903,4.19412,5.0068,803.72452,705.88682,1099.59821
Sample_22,BACE1,6.47693,6.30489,6.2907,588.07669,527.07465,522.32258
Sample_22,SCG2,6.69983,6.46581,6.62046,1963.02292,1698.00163,1868.68643
Sample_22,BMP7,5.08781,5.30196,5.27502,2537.14031,2905.68261,2856.80681
Sample_22,NPTX1,7.86121,7.63971,8.21681,6457.51253,5657.77701,7993.82657
Sample_22,HLA-DRA,2.80911,,2.90635,443.92501,,481.53076
Sample_22,EIF2AK2,8.30349,7.97745,8.19214,30431.75475,25106.73546,28490.5543
Sample_22,LRRK2,1.07956,0.48793,1.19863,831.27149,500.47992,913.95341
Sample_22,Ext Ctrl,0,0,0,,,
Sample_22,SDC4,7.03387,7.1465,7.22801,5788.73955,6228.45332,6567.5991
Sample_22,NEFL,4.26899,3.6012,3.81775,632.03046,399.29811,465.41194
Sample_22,GDNF,0.27028,,0.93688,,,0.01063
Sample_22,CLSTN3,3.56037,3.05015,3.60235,355.05641,260.1909,364.05122
Sample_22,AGER,12.98333,12.88957,12.92448,1844.25448,1727.33663,1769.92595
Sample_22,TP53,1.32882,2.55878,2.07472,0.10383,0.34932,0.22575
Sample_22,Abeta40,,2.0025,3.01975,,2.55274,5.97794
Sample_22,pTau217,2.32551,1.92347,1.82251,0.17651,0.12089,0.10941
Sample_22,GFAP,4.19007,,4.04815,16.49985,,14.69244
Sample_22,GLRX,8.08471,7.58605,8.13563,518.94955,374.67301,536.8045
Sample_22,WWOX,0.59556,0.32243,0.5407,0.52408,0.21651,0.45252
Sample_22,RTN4R,4.46241,4.18985,4.23619,522.68641,443.00851,455.71515
Sample_22,Abeta42,,2.21343,,,12.10626,
Sample_22,NGF,0.29107,,0.11154,0.1447,,0.0433
Sample_22,NLGN1,1.9294,1.30206,1.79363,102.92801,46.83858,88.20802
Sample_22,NPTX2,8.89675,8.6488,8.83224,7607.3061,6494.9979,7300.2014
Sample_22,MOG,8.93466,8.8344,8.88803,35.36599,33.18756,34.3351
Sample_23,VSNL1,3.60902,2.95583,3.38429,36.46387,22.28544,30.86543
Sample_23,OMG,6.29779,5.58811,5.9276,107.19164,71.38266,86.87234
Sample_23,STX1B,4.3447,3.52441,3.60873,116.29685,62.85455,67.1746
Sample_23,NPTXR,12.11775,11.46886,11.54796,2129.09879,1336.50493,1413.29518
Sample_23,SYT1,3.74465,3.26917,3.28242,17.74574,12.60491,12.72989
Sample_23,ENO2,9.35306,8.76238,8.91755,7435.8216,5104.51646,5629.96675
Sample_23,Inc Ctrl,-0.03972,-0.01546,0.00199,,,
Sample_23,TREM1,14.28312,13.6774,13.75292,265.67254,171.08433,180.64907
Sample_23,S100B,1.66487,-0.10544,1.63427,9.80576,0.13638,9.46516
Sample_23,DDAH1,6.64318,5.78086,6.16872,561.19198,330.71246,420.21882
Sample_23,KLK8,9.40284,9.03162,9.09719,1817.82296,1423.01064,1485.35378
Sample_23,FOXO3,3.1345,2.01845,2.79249,36.07673,13.66955,27.4544
Sample_23,DDC,11.33921,10.72331,10.81427,2008.16228,1372.66649,1451.56
Sample_23,ITGAM,10.24887,9.76428,9.85988,10279.67307,7076.70649,7605.78932
Sample_23,MMP10,11.43207,10.83771,10.98291,253.93255,171.02664,188.29496
Sample_23,SNCAIP,2.57507,2.07462,2.5167,5.56978,3.366,5.2692
Sample_23,TREM2,15.32046,14.45033,14.95283,19640.22704,10823.80355,15232.4763
Sample_23,Det Ctrl,-0.08489,0.00491,0.00487,,,
Sample_23,ITGB2,10.79906,10.59661,10.70266,39974.03686,35217.04385,37629.94915
Sample_23,SMOC1,5.06928,4.53046,4.66194,1137.06153,849.65584,912.78086
Sample_23,BACE1,6.52163,6.34166,6.13789,605.00057,539.58232,473.65539
Sample_23,SCG2,6.79339,6.30333,6.453,2080.56011,1535.6974,1684.59177
Sample_23,BMP7,5.14474,4.88598,4.99628,2630.76669,2228.74433,2392.86651
Sample_23,NPTX1,7.91252,7.48071,7.89327,6658.78236,5146.72189,6582.54087
Sample_23,HLA-DRA,3.11156,,2.61494,569.96097,,376.28038
Sample_23,EIF2AK2,8.39607,7.76402,7.93959,32152.88217,22157.27007,24555.10442
Sample_23,LRRK2,-0.3163,0.35841,0.1037,217.21265,443.4782,345.02806
Sample_23,Ext Ctrl,0,0,0,,,
Sample_23,SDC4,7.22032,6.79988,7.00428,6534.82274,4972.34178,5678.48084
Sample_23,NEFL,4.35211,3.57172,3.23973,667.53795,390.91396,305.80074
Sample_23,GDNF,0.90256,,0.98083,0.00931,,0.01239
Sample_23,CLSTN3,3.88226,3.02138,2.83497,429.34676,255.56365,227.22302
Sample_23,AGER,13.0363,12.58904,12.65088,1913.97889,1402.46476,1463.62051
Sample_23,TP53,2.63316,2.30918,2.01883,0.37232,0.28032,0.21405
Sample_23,Abeta40,,1.51682,2.11267,,1.50702,2.83693
Sample_23,pTau217,2.12983,2.2639,1.68932,0.14732,0.16686,0.09559
Sample_23,GFAP,4.03429,,3.53721,14.52535,,9.50357
Sample_23,GLRX,8.14473,7.39128,7.84837,540.06372,330.6702,444.18931
Sample_23,WWOX,0.39964,0.33351,0.43823,0.2914,0.2267,0.33229
Sample_23,RTN4R,4.6238,3.93736,4.06742,575.9582,379.224,410.97063
Sample_23,Abeta42,,2.50404,,,14.71311,
Sample_23,NGF,0.40037,,-0.26122,0.21998,,
Sample_23,NLGN1,1.01123,0.84763,1.75202,29.7539,22.14912,84.0062
Sample_23,NPTX2,8.93256,8.36129,8.53407,7783.51698,5412.03523,6038.43317
Sample_23,MOG,8.83087,8.45894,8.56575,33.11352,26.18276,28.00527
Sample_24,VSNL1,3.65331,3.30987,3.87929,37.67023,29.1906,44.41574
Sample_24,OMG,6.27692,6.1286,6.40289,105.93907,97.4182,113.71056
Sample_24,STX1B,4.14601,3.78912,4.19445,100.78,77.22957,104.39223
Sample_24,NPTXR,12.15288,11.72396,11.9395,2184.56757,1601.73964,1870.2216
Sample_24,SYT1,3.94942,3.56047,3.96465,20.42482,15.58697,20.63661
Sample_24,ENO2,9.47329,9.00023,9.48341,8036.89995,5933.08952,8089.84148
Sample_24,Inc Ctrl,-0.03892,-0.06236,0.10213,,,
Sample_24,TREM1,14.23005,13.93901,14.28301,255.52998,206.67587,265.65136
Sample_24,S100B,0.551,-0.06006,1.21399,1.80076,0.19961,5.56471
Sample_24,DDAH1,6.60073,6.03774,6.51424,546.92307,387.70719,518.9282
Sample_24,KLK8,9.39039,9.37407,9.52429,1802.79156,1783.29774,1971.82412
Sample_24,FOXO3,3.15065,2.56494,3.09754,36.5305,22.65932,35.05485
Sample_24,DDC,11.30845,10.96422,11.28191,1970.11973,1591.98872,1937.88724
Sample_24,ITGAM,10.18503,9.79465,10.14287,9774.7431,7240.09755,9456.91751
Sample_24,MMP10,11.42492,11.05606,11.45745,252.72209,197.66119,258.27933
Sample_24,SNCAIP,2.34072,2.24912,2.63338,4.43609,4.04325,5.88273
Sample_24,TREM2,15.27984,14.65073,15.57207,19092.83115,12394.5864,23423.37212
Sample_24,Det Ctrl,-0.15478,-0.09147,0.05395,,,
Sample_24,ITGB2,10.78002,10.76028,10.91291,39499.2253,39013.08218,42941.71625
Sample_24,SMOC1,4.77127,4.61308,4.81753,968.53277,888.8332,993.06168
Sample_24,BACE1,6.49506,6.53579,6.54581,594.88342,610.45474,614.34536
Sample_24,SCG2,6.73737,6.36528,6.81818,2009.33964,1595.64148,2112.91478
Sample_24,BMP7,5.1455,5.10515,5.14309,2632.02247,2565.33448,2627.9998
Sample_24,NPTX1,7.94037,7.71396,8.22604,6770.72842,5913.88985,8038.45288
Sample_24,HLA-DRA,3.07815,,2.87121,554.67347,,467.63689
Sample_24,EIF2AK2,8.37507,7.89946,8.2336,31753.63374,23984.17358,29197.61073
Sample_24,LRRK2,-0.47459,0.89367,1.26148,178.71482,713.71664,960.07544
Sample_24,Ext Ctrl,0,0,0,,,
Sample_24,SDC4,7.14455,7.03919,7.35336,6220.54876,5808.80117,7126.0424
Sample_24,NEFL,3.54554,3.661,3.77784,383.58833,416.74555,452.60593
Sample_24,GDNF,1.00044,,1.48158,0.01321,,0.04031
Sample_24,CLSTN3,3.97947,3.29917,3.92784,454.35193,303.32564,440.9136
