SampleID,Assay,NPX_Run1,NPX_Run2,NPX_Run3,pg/mL_Run1,pg/mL_Run2,pg/mL_Run3
Sample_9,TREM1,14.22803,13.75366,13.41514,255.15145,180.74477,141.77293
Sample_9,S100B,0.71718,1.02618,1.58066,2.51584,4.23624,8.88819
Sample_9,DDAH1,6.60415,5.9284,5.54747,548.06134,362.4031,285.81528
Sample_9,KLK8,9.37914,9.098,8.60963,1789.33564,1486.14012,1083.55406
Sample_9,FOXO3,3.21425,2.92552,1.93031,38.36166,30.59304,12.50619
Sample_9,DDC,11.23423,10.75561,10.33666,1881.36751,1400.1587,1083.42399
Sample_9,ITGAM,10.10447,9.6997,9.53937,9177.71093,6742.92635,5988.72322
Sample_9,MMP10,11.36049,10.88393,10.56032,242.07537,176.33968,142.40063
Sample_9,SNCAIP,2.31288,1.60982,2.05457,4.31385,1.95801,3.29383
Sample_9,TREM2,15.19517,14.50199,14.39077,18003.11389,11207.56702,10398.40393
Sample_9,Det Ctrl,-0.07466,0.03027,0.04216,,,
Sample_9,ITGB2,10.8226,10.60672,10.24256,40569.41882,35439.82395,28268.69999
Sample_9,SMOC1,4.69784,4.12717,3.88406,930.74872,680.0435,593.14361
Sample_9,BACE1,6.52179,6.28621,5.56222,605.0595,520.82661,325.96702
Sample_9,SCG2,6.78303,6.27529,6.11757,2067.20445,1509.31196,1369.16071
Sample_9,BMP7,5.46851,4.8319,4.59062,3225.13262,2151.98277,1837.06504
Sample_9,NPTX1,8.00026,7.47869,7.49752,7018.14659,5140.53135,5198.45783
Sample_9,HLA-DRA,3.04572,,2.24476,540.17895,,271.19803
Sample_9,EIF2AK2,8.32054,7.85882,7.35778,30741.34879,23420.21511,17490.81256
Sample_9,LRRK2,0.50955,0.35602,-1.26644,510.4822,442.47051,49.36826
Sample_9,Ext Ctrl,0,0,0,,,
Sample_9,SDC4,7.17604,6.80796,6.68364,6349.26362,4998.51568,4610.65412
Sample_9,NEFL,3.74354,3.62753,2.9533,441.82859,406.90658,244.69552
Sample_9,GDNF,1.18829,,0.69241,0.02206,,
Sample_9,CLSTN3,3.95994,3.53526,2.84753,449.2241,349.77093,229.04539
Sample_9,AGER,12.97315,12.70465,12.2784,1831.16479,1519.07775,1133.42118
Sample_9,TP53,2.05228,2.27128,1.64038,0.22099,0.27086,0.14645
Sample_9,Abeta40,,2.0244,2.29203,,2.60776,3.34061
Sample_9,pTau217,1.89281,2.36413,2.17268,0.11731,0.18279,0.15335
Sample_9,GFAP,4.06455,,2.90897,14.89225,,5.29942
Sample_9,GLRX,8.11192,7.36571,7.22109,528.40889,325.31675,296.72676
Sample_9,WWOX,0.44156,0.3108,0.3132,0.33594,0.20601,0.20816
Sample_9,RTN4R,4.61008,4.03005,3.6237,571.2358,401.61471,311.35443
Sample_9,Abeta42,,1.24401,,,5.58218,
Sample_9,NGF,0.81478,,0.15292,0.6131,,0.06451
Sample_9,NLGN1,2.13266,1.54127,1.51323,128.08054,64.80507,62.49811
Sample_9,NPTX2,9.02928,8.5353,8.26528,8281.03009,6043.17089,5093.01917
Sample_9,MOG,9.00887,8.70023,8.2785,37.0727,30.48659,23.37479
Sample_10,VSNL1,3.5854,3.08997,2.34095,35.83484,24.70799,13.64818
Sample_10,OMG,5.97935,5.76902,4.78473,89.48304,79.29577,44.01963
Sample_10,STX1B,4.12742,3.44513,3.36926,99.42188,58.99999,55.49088
Sample_10,NPTXR,11.90912,11.51952,10.45822,1829.59729,1385.15205,666.47649
Sample_10,SYT1,3.65141,3.43688,2.51864,16.62468,14.26044,6.91505
Sample_10,ENO2,9.07331,8.85331,7.68821,6215.42277,5405.79945,2622.03235
Sample_10,Inc Ctrl,-0.03471,-0.04977,0.13157,,,
Sample_10,TREM1,14.11534,13.86678,12.8777,234.97023,196.13708,96.88102
Sample_10,S100B,1.55961,0.40842,-0.58191,8.66848,1.29089,
Sample_10,DDAH1,6.61824,5.94369,4.93395,552.76604,365.84594,193.13107
Sample_10,KLK8,9.29195,9.1454,8.16375,1688.65287,1533.07085,816.79301
Sample_10,FOXO3,2.7725,2.77993,2.39668,27.00491,27.17142,19.53779
Sample_10,DDC,11.27554,10.92928,9.79577,1930.23178,1558.06106,779.57221
Sample_10,ITGAM,10.09022,9.75298,9.26995,9076.5792,7016.95967,4925.64343
Sample_10,MMP10,11.29312,10.91152,10.07515,231.43501,179.59152,103.53173
Sample_10,SNCAIP,1.79849,1.04323,2.44235,2.46604,0.85844,4.90413
Sample_10,TREM2,15.26774,14.64249,13.90119,18932.93778,12325.51153,7501.16286
Sample_10,Det Ctrl,-0.02475,-0.02051,0.06477,,,
Sample_10,ITGB2,10.91705,10.65478,9.89086,43053.73914,36519.69021,22770.91504
Sample_10,SMOC1,5.05648,4.33042,3.59783,1129.28983,761.25191,503.48432
Sample_10,BACE1,5.8256,6.47195,5.14662,387.1855,586.22136,247.2478
Sample_10,SCG2,6.54761,6.3477,5.67451,1786.19877,1578.3936,1040.68826
Sample_10,BMP7,4.95032,5.02349,4.04981,2323.22215,2434.96523,1271.90352
Sample_10,NPTX1,7.93178,7.69832,7.03178,6736.00757,5858.98204,3941.13493
Sample_10,HLA-DRA,3.12047,,1.53862,574.09767,,137.14419
Sample_10,EIF2AK2,8.22795,7.81734,7.01813,29100.1619,22858.57553,14362.87831
Sample_10,LRRK2,0.5332,-0.88906,-1.59028,521.58796,99.10224,21.07247
Sample_10,Ext Ctrl,0,0,0,,,
Sample_10,SDC4,7.02588,6.95153,6.22008,5758.75756,5487.16403,3409.59894
Sample_10,NEFL,3.60903,3.82539,2.35865,401.5481,467.89511,147.6976
Sample_10,GDNF,1.13735,,0.53493,0.01947,,
Sample_10,CLSTN3,3.3465,3.56127,2.57164,312.18087,355.24883,191.68435
Sample_10,AGER,12.99869,12.76546,11.79058,1864.18348,1584.47689,814.7283
Sample_10,TP53,2.3557,2.15642,1.62616,0.29228,0.24373,0.14427
Sample_10,Abeta40,,1.92921,0.88223,,2.37378,0.57889
Sample_10,pTau217,1.97811,1.69921,1.6254,0.12749,0.09656,0.08945
Sample_10,GFAP,4.45538,,2.91411,20.39404,,5.32622
Sample_10,GLRX,8.14919,7.54624,6.86095,541.67143,365.19384,236.45867
Sample_10,WWOX,0.3457,0.27187,-0.08485,0.23813,0.17233,
Sample_10,RTN4R,4.47872,4.11263,3.34164,527.84958,422.548,259.4573
Sample_10,Abeta42,,1.73165,,,8.48045,
Sample_10,NGF,0.60871,,-0.56818,0.39519,,
Sample_10,NLGN1,1.78408,0.83775,0.4192,87.23067,21.73225,8.01404
Sample_10,NPTX2,9.04045,8.62512,7.67206,8340.57748,6397.96954,3502.28371
Sample_10,MOG,9.09256,8.69372,7.72082,39.09983,30.36147,16.48956
Sample_11,VSNL1,3.45032,3.21513,2.62942,32.42344,27.177,17.24441
Sample_11,OMG,6.16808,5.84256,5.17772,99.62235,82.73178,55.97312
Sample_11,STX1B,4.48174,3.50612,3.63209,128.13463,61.94759,68.41311
Sample_11,NPTXR,11.86874,11.65484,10.92569,1777.07488,1524.69289,915.98558
Sample_11,SYT1,3.43443,3.52732,3.05071,14.23512,15.22195,10.6776
Sample_11,ENO2,9.07651,8.93661,8.04801,6228.13285,5698.38134,3271.22152
Sample_11,Inc Ctrl,-0.16282,-0.05297,0.03858,,,
Sample_11,TREM1,14.2047,13.99222,13.30704,250.83071,214.81871,131.26073
Sample_11,S100B,1.09715,0.57289,1.45939,4.71122,1.88728,7.67296
Sample_11,DDAH1,6.54297,6.12921,5.44959,528.07053,410.15054,268.72357
Sample_11,KLK8,9.34558,9.40252,8.58939,1749.8207,1817.43201,1069.62901
Sample_11,FOXO3,3.28714,2.93973,2.40244,40.54879,30.94398,19.63916
Sample_11,DDC,11.31936,11.01939,10.21086,1983.52094,1647.11413,1003.41677
Sample_11,ITGAM,10.12264,9.81806,9.61814,9308.64062,7368.99312,6346.64455
Sample_11,MMP10,11.37828,11.1283,10.52292,244.96762,207.38013,138.93463
Sample_11,SNCAIP,1.74902,2.1652,1.39395,2.32498,3.70631,1.46971
Sample_11,TREM2,15.315,14.77405,14.41741,19565.66675,13479.11901,10586.40824
Sample_11,Det Ctrl,-0.03668,0.01794,0.06505,,,
Sample_11,ITGB2,10.75632,10.85699,10.17815,38916.4174,41456.05419,27167.15583
Sample_11,SMOC1,4.6292,4.63651,3.83352,896.67017,900.24509,576.36504
Sample_11,BACE1,6.55297,6.55581,5.43787,617.13917,618.25127,300.29356
Sample_11,SCG2,6.68358,6.48303,6.05094,1943.32163,1716.19048,1313.92299
Sample_11,BMP7,5.15277,5.2256,3.86174,2644.21713,2769.07918,1113.54023
Sample_11,NPTX1,7.93836,7.77222,7.42372,6762.5815,6123.11044,4975.14679
Sample_11,HLA-DRA,2.90472,,2.08364,480.87687,,233.82209
Sample_11,EIF2AK2,8.3896,7.94879,7.39579,32029.17439,24687.98833,17881.21415
Sample_11,LRRK2,0.35427,0.20316,0.29444,441.73899,381.41937,417.10855
Sample_11,Ext Ctrl,0,0,0,,,
Sample_11,SDC4,7.11195,7.18254,6.68147,6090.09606,6376.15946,4604.14751
Sample_11,NEFL,3.25151,3.8205,2.98459,308.54655,466.30405,250.86732
Sample_11,GDNF,1.14067,,0.59478,0.01963,,
Sample_11,CLSTN3,3.33231,3.63308,2.61262,309.50358,370.7624,196.89232
Sample_11,AGER,13.02302,12.93317,12.31691,1896.23854,1780.69819,1163.60015
Sample_11,TP53,2.69832,2.45717,1.81541,0.39345,0.31977,0.17533
Sample_11,Abeta40,,2.22529,1.91181,,3.14709,2.33247
Sample_11,pTau217,1.7313,2.37453,1.96871,0.09979,0.18451,0.12633
Sample_11,GFAP,3.95228,,3.76216,13.56925,,11.55581
Sample_11,GLRX,7.91696,7.54797,7.39223,464.59355,365.59963,330.87139
Sample_11,WWOX,0.30663,0.02537,0.33551,0.20229,,0.22855
Sample_11,RTN4R,4.68459,4.20271,3.85336,597.32385,446.50217,359.89418
Sample_11,Abeta42,,1.9483,,,10.00997,
Sample_11,NGF,0.51383,,-0.52998,0.31004,,
Sample_11,NLGN1,0.56109,1.84696,0.5924,11.84612,93.80149,12.79975
Sample_11,NPTX2,9.04576,8.79201,8.16193,8369.00821,7115.19105,4770.94203
Sample_11,MOG,8.84199,8.90656,8.19435,33.34754,34.7411,22.17253
Sample_12,VSNL1,3.47351,2.99904,2.48327,32.9871,23.04169,15.33162
Sample_12,OMG,6.14916,5.6071,4.96919,98.56057,72.17877,49.32341
Sample_12,STX1B,4.27676,3.43259,3.31773,110.7801,58.40782,53.20437
Sample_12,NPTXR,11.98335,11.46188,10.70542,1930.57569,1329.93893,787.9343
Sample_12,SYT1,3.79547,3.36224,2.72438,18.38219,13.50375,8.22727
Sample_12,ENO2,9.23034,8.6332,7.94368,6871.617,4706.57169,3067.48899
Sample_12,Inc Ctrl,-0.12571,0.04475,0.03015,,,
Sample_12,TREM1,14.31614,13.78897,13.07165,272.19489,185.40893,111.07948
Sample_12,S100B,1.52508,0.67678,1.46482,8.31613,2.32941,7.72479
Sample_12,DDAH1,6.74182,5.96124,5.34152,595.75825,369.83423,250.95085
Sample_12,KLK8,9.38994,9.12559,8.34247,1802.25749,1513.26227,914.24455
Sample_12,FOXO3,2.26121,2.39269,2.38053,17.26294,19.46798,19.25581
Sample_12,DDC,11.31902,10.74638,10.01689,1983.10762,1392.24913,891.67197
Sample_12,ITGAM,10.20573,9.72826,9.45888,9935.29517,6888.30038,5646.28186
Sample_12,MMP10,11.42996,10.85957,10.31042,253.57546,173.51933,120.81011
Sample_12,SNCAIP,2.38935,2.11767,1.50728,4.65568,3.52479,1.7144
Sample_12,TREM2,15.34373,14.62209,14.24524,19961.27933,12156.17531,9431.19335
Sample_12,Det Ctrl,-0.05027,0.03645,0.08006,,,
Sample_12,ITGB2,10.74396,10.59644,10.00798,38615.934,35213.12778,24466.37116
Sample_12,SMOC1,5.16262,4.26889,3.73257,1195.28452,735.79035,544.09535
Sample_12,BACE1,6.64333,6.34584,5.17548,653.47371,541.02256,252.09349
Sample_12,SCG2,6.75115,6.36659,5.92414,2026.61989,1596.93377,1214.83565
Sample_12,BMP7,5.07605,4.85706,4.21437,2518.18492,2187.39167,1425.51986
Sample_12,NPTX1,7.96805,7.50312,7.21312,6883.93027,5215.79367,4389.66461
Sample_12,HLA-DRA,2.84685,,2.19678,458.21032,,259.58526
Sample_12,EIF2AK2,8.37005,7.86129,7.29589,31658.98058,23453.98725,16873.6093
Sample_12,LRRK2,0.12002,1.01739,-0.59395,350.82533,790.43646,152.78958
Sample_12,Ext Ctrl,0,0,0,,,
Sample_12,SDC4,7.13292,6.86629,6.33581,6173.70306,5191.56752,3676.89849
Sample_12,NEFL,3.95786,3.6639,2.52759,512.72472,417.60679,171.62355
Sample_12,GDNF,0.7244,,0.9206,0.00291,,0.01
Sample_12,CLSTN3,3.8917,3.01123,3.22862,431.71824,253.9462,290.52572
Sample_12,AGER,12.9857,12.67845,11.99662,1847.31718,1491.78731,936.06939
Sample_12,TP53,2.54849,2.27669,1.57691,0.34623,0.2722,0.1369
Sample_12,Abeta40,,2.24806,1.84398,,3.2123,2.17554
Sample_12,pTau217,2.4279,2.03528,0.95804,0.19356,0.13469,0.04151
Sample_12,GFAP,3.80643,,3.1306,12.00051,,6.55889
Sample_12,GLRX,8.09579,7.49669,7.31209,522.78063,353.75127,314.38947
Sample_12,WWOX,0.63621,0.21435,0.50081,0.58046,0.1266,0.40367
Sample_12,RTN4R,4.66216,4.08702,3.63555,589.3545,415.95324,313.71442
Sample_12,Abeta42,,2.18623,,,11.87924,
Sample_12,NGF,0.81685,,-0.23023,0.61553,,
Sample_12,NLGN1,2.06173,1.18018,0.92693,118.85617,39.08667,25.6678
Sample_12,NPTX2,9.17786,8.67681,8.03099,9110.7119,6611.76669,4392.32105
Sample_12,MOG,9.01649,8.74438,8.12745,37.25271,31.34957,21.26191
Sample_13,VSNL1,3.49291,3.01882,3.10043,33.4658,23.39546,24.90628
Sample_13,OMG,6.16588,5.61498,5.60514,99.49871,72.51151,72.09633
Sample_13,STX1B,4.16368,3.29759,4.02153,102.08566,52.33151,91.97197
Sample_13,NPTXR,12.04898,11.34309,11.27236,2024.8865,1223.46566,1164.4339
Sample_13,SYT1,3.7507,3.30248,3.29491,17.82059,12.92099,12.84868
Sample_13,ENO2,9.36168,8.70501,8.59499,7477.30176,4923.56858,4595.2216
Sample_13,Inc Ctrl,-0.13549,-0.05786,0.00798,,,
Sample_13,TREM1,14.26237,13.67135,13.67809,261.65654,170.3409,171.16891
Sample_13,S100B,0.3225,0.59138,1.25175,1.02648,1.96212,5.86044
Sample_13,DDAH1,6.58304,5.79917,5.91487,541.08071,334.49841,359.38246
Sample_13,KLK8,9.43852,9.13515,9.02186,1861.64646,1522.78589,1413.9798
Sample_13,FOXO3,3.22509,2.33579,2.31128,38.68065,18.49016,18.08006
Sample_13,DDC,11.30129,10.65863,10.66268,1961.37195,1319.25526,1322.53932
Sample_13,ITGAM,10.21556,9.65938,9.7796,10012.52813,6543.62005,7158.57978
Sample_13,MMP10,11.42104,10.78437,10.82392,252.06835,165.09741,169.47292
Sample_13,SNCAIP,2.48109,1.92275,1.71277,5.09191,2.84662,2.22521
Sample_13,TREM2,15.33502,14.46551,14.82895,19840.46343,10935.07179,13993.71983
Sample_13,Det Ctrl,-0.1027,-0.00694,0.06408,,,
Sample_13,ITGB2,10.79395,10.60412,10.6666,39846.00317,35382.3828,36790.65392
Sample_13,SMOC1,4.79996,4.47883,4.14917,983.67932,825.9836,688.44117
Sample_13,BACE1,6.75016,6.33863,6.04496,699.09572,538.54159,446.19049
Sample_13,SCG2,6.77102,6.29633,6.36365,2051.81676,1529.06909,1594.03666
Sample_13,BMP7,5.42048,4.76941,4.77591,3129.87861,2066.18542,2074.9685
Sample_13,NPTX1,7.98555,7.46194,7.83708,6956.52184,5089.56432,6365.00803
Sample_13,HLA-DRA,2.87201,,2.40089,467.94796,,312.02647
Sample_13,EIF2AK2,8.42174,7.77819,7.72947,32648.18631,22341.46671,21714.79996
Sample_13,LRRK2,-0.46311,0.093,-0.23964,181.34534,341.26374,237.64795
Sample_13,Ext Ctrl,0,0,0,,,
Sample_13,SDC4,7.09224,6.82755,6.87033,6012.5604,5062.55271,5205.20212
Sample_13,NEFL,3.87631,3.50524,3.28906,484.7308,372.52766,317.4237
Sample_13,GDNF,0.97913,,1.31758,0.01232,,0.02938
Sample_13,CLSTN3,4.03414,3.02349,3.06163,468.98031,255.90075,262.05786
Sample_13,AGER,13.00328,12.61159,12.56924,1870.18731,1424.44932,1383.4633
Sample_13,TP53,2.79696,2.06729,1.75236,0.4273,0.22417,0.16448
Sample_13,Abeta40,,2.45809,1.89857,,3.85486,2.30132
Sample_13,pTau217,2.56939,1.57349,1.31725,0.21933,0.0847,0.06397
Sample_13,GFAP,3.82217,,3.67363,12.16213,,10.70791
Sample_13,GLRX,8.05168,7.34914,7.76419,507.71867,321.89811,420.46997
Sample_13,WWOX,0.60521,-0.03858,0.49801,0.53721,,0.40035
Sample_13,RTN4R,4.56891,3.98112,4.09669,557.28917,389.65256,418.43416
Sample_13,Abeta42,,1.15419,,,5.12388,
Sample_13,NGF,0.36219,,0.02641,0.19243,,
Sample_13,NLGN1,1.30913,1.82569,1.28039,47.31624,91.54197,45.39501
Sample_13,NPTX2,8.99759,8.53306,8.5842,8114.49345,6034.55897,6233.74114
Sample_13,MOG,8.88137,8.68188,8.60436,34.19042,30.13513,28.69569
Sample_14,VSNL1,3.48669,2.92847,3.21587,33.31158,21.81803,27.19223
Sample_14,OMG,6.26698,5.56523,5.85808,105.34676,70.43414,83.47384
Sample_14,STX1B,3.79973,3.6265,3.93231,77.85737,68.11522,86.06024
Sample_14,NPTXR,12.04848,11.3984,11.37904,2024.14995,1271.86315,1254.69498
Sample_14,SYT1,3.69674,3.25537,3.20481,17.16233,12.47573,12.0112
Sample_14,ENO2,9.18376,8.67613,8.6103,6669.5987,4835.05213,4639.49402
Sample_14,Inc Ctrl,-0.13449,-0.10395,-0.09095,,,
Sample_14,TREM1,14.28611,13.71998,13.72144,266.25624,176.41033,176.59523
Sample_14,S100B,0.825,0.49318,0.6711,3.05532,1.58294,2.30385
Sample_14,DDAH1,6.68847,5.76091,6.04551,576.81604,326.63168,389.56773
Sample_14,KLK8,9.37703,9.10489,9.0354,1786.82658,1492.85799,1426.53321
Sample_14,FOXO3,3.20244,2.95569,2.38903,38.01627,31.34163,19.40397
Sample_14,DDC,11.3448,10.7729,10.77501,2015.15538,1415.11787,1416.94722
Sample_14,ITGAM,10.15081,9.66875,9.83444,9515.85524,6589.37209,7460.7128
Sample_14,MMP10,11.34146,10.8802,10.89494,239.0197,175.90496,177.63019
Sample_14,SNCAIP,3.03464,1.77046,1.81213,8.41771,2.3854,2.50598
Sample_14,TREM2,15.3113,14.55494,15.0038,19515.33708,11615.77263,15775.36276
Sample_14,Det Ctrl,-0.03117,0.02662,-0.01432,,,
Sample_14,ITGB2,10.67675,10.65104,10.74467,37024.78498,36434.41358,38633.23517
Sample_14,SMOC1,4.44394,4.17489,4.21056,810.33166,698.37562,712.36964
Sample_14,BACE1,6.56178,6.18986,5.9103,620.59672,489.70043,409.04387
Sample_14,SCG2,6.71527,6.2649,6.35805,1981.94445,1499.65161,1588.52104
Sample_14,BMP7,5.3724,4.86923,4.73473,3037.08544,2204.71435,2019.8926
Sample_14,NPTX1,7.87962,7.52573,7.8385,6528.97059,5286.47075,6370.40763
Sample_14,HLA-DRA,2.65249,,2.55046,388.6315,,355.8493
Sample_14,EIF2AK2,8.3073,7.65869,7.94808,30500.76707,20836.41138,24677.68532
Sample_14,LRRK2,0.8287,-0.24246,-0.24456,675.74826,236.87461,236.30216
Sample_14,Ext Ctrl,0,0,0,,,
Sample_14,SDC4,7.20627,6.78417,6.93168,6475.35225,4921.87286,5416.86091
Sample_14,NEFL,3.75657,3.7143,2.92117,445.89811,432.80641,238.47956
Sample_14,GDNF,1.18326,,1.12791,0.0218,,0.019
Sample_14,CLSTN3,3.97362,2.94424,2.94863,452.80986,243.49488,244.16915
Sample_14,AGER,12.9908,12.65732,12.644,1853.92039,1470.15137,1456.68715
Sample_14,TP53,2.06969,1.71911,2.13424,0.22468,0.15897,0.23874
Sample_14,Abeta40,,2.09709,2.30538,,2.79562,3.3802
Sample_14,pTau217,2.07285,1.4008,2.11785,0.1396,0.07025,0.14567
Sample_14,GFAP,3.45502,,3.79881,8.83411,,11.92295
Sample_14,GLRX,7.991,7.43078,7.81108,487.77628,339.12479,433.50667
Sample_14,WWOX,0.34245,0.33807,0.56504,0.23505,0.23094,0.48364
Sample_14,RTN4R,4.60874,3.98198,4.21202,570.77736,389.85994,449.04676
Sample_14,Abeta42,,1.77559,,,8.77796,
Sample_14,NGF,0.47508,,-0.16227,0.27787,,
Sample_14,NLGN1,0.57749,1.42445,1.27784,12.34062,55.55371,45.22693
Sample_14,NPTX2,8.92922,8.48517,8.57813,7766.94378,5853.97726,6209.74682
Sample_14,MOG,8.84088,8.65783,8.70512,33.3242,29.68075,30.58099
Sample_15,VSNL1,3.4504,3.01873,3.01525,32.42526,23.39376,23.33129
Sample_15,OMG,6.24718,5.64927,5.42191,104.17734,73.97509,64.74184
Sample_15,STX1B,4.06633,3.45357,3.98138,95.06474,59.40092,89.27123
Sample_15,NPTXR,11.94622,11.53535,11.13428,1879.32834,1400.74219,1057.79425
Sample_15,SYT1,3.46158,3.38559,3.12712,14.51807,13.73697,11.32373
Sample_15,ENO2,9.08191,8.70331,8.26807,6249.60238,4918.30241,3748.27583
Sample_15,Inc Ctrl,-0.13122,-0.02466,0.02671,,,
Sample_15,TREM1,14.08013,13.7191,13.47482,229.01195,176.29888,147.94834
Sample_15,S100B,1.5706,0.5945,1.50466,8.78277,1.9749,8.11244
Sample_15,DDAH1,6.43888,5.87223,5.81373,495.66603,350.01569,337.53949
Sample_15,KLK8,9.21779,9.09932,8.66634,1607.88194,1487.42492,1123.6235
Sample_15,FOXO3,3.16476,2.20599,2.1914,36.93059,16.39287,16.16842
Sample_15,DDC,11.18555,10.74962,10.42708,1825.4239,1395.01942,1144.92491
Sample_15,ITGAM,10.17044,9.72245,9.67745,9663.37711,6858.44634,6632.13746
Sample_15,MMP10,11.30312,10.88037,10.6368,232.98364,175.92533,149.76562
Sample_15,SNCAIP,2.38664,1.92168,1.03159,4.64325,2.84316,0.84158
Sample_15,TREM2,15.17195,14.58636,14.6351,17715.94306,11865.4537,12263.90888
Sample_15,Det Ctrl,-0.09938,0.04106,-0.00856,,,
Sample_15,ITGB2,10.66911,10.65771,10.41103,36848.30722,36586.70672,31376.44468
Sample_15,SMOC1,4.6758,4.28397,3.86928,919.68115,741.96104,588.19252
Sample_15,BACE1,6.48485,6.27282,5.69647,591.04056,516.3898,355.94851
Sample_15,SCG2,6.66911,6.34965,6.23044,1925.95091,1580.30238,1468.05406
Sample_15,BMP7,5.27583,5.13808,4.58109,2858.26004,2619.64821,1825.50075
Sample_15,NPTX1,7.82027,7.57985,7.63871,6301.40339,5459.57285,5654.40998
Sample_15,HLA-DRA,2.41956,,2.4206,317.23491,,317.52671
Sample_15,EIF2AK2,8.25683,7.76314,7.60192,29601.75939,22145.89545,20158.48538
Sample_15,LRRK2,-0.52255,1.37039,-0.39939,167.98747,1044.2618,196.39745
Sample_15,Ext Ctrl,0,0,0,,,
Sample_15,SDC4,6.93807,6.82279,6.7763,5439.39741,5046.91002,4896.76382
Sample_15,NEFL,3.54334,3.68477,3.08939,382.97903,423.84801,272.41516
Sample_15,GDNF,0.91597,,0.62924,0.00982,,
Sample_15,CLSTN3,4.03586,2.6077,2.35316,469.44789,196.26077,165.77896
Sample_15,AGER,12.76771,12.67911,12.40389,1586.95099,1492.4687,1234.92253
Sample_15,TP53,2.4998,2.29468,1.32043,0.33191,0.27667,0.10282
Sample_15,Abeta40,,2.19133,2.04502,,3.05144,2.66022
Sample_15,pTau217,2.08099,2.20953,1.97313,0.14069,0.1587,0.12687
Sample_15,GFAP,4.26216,,3.08675,17.48858,,6.29224
Sample_15,GLRX,8.02832,7.47533,7.45633,499.93732,348.93947,344.71676
Sample_15,WWOX,0.36678,0.18072,-0.06965,0.25841,0.10202,
Sample_15,RTN4R,4.46247,3.93648,3.80807,522.70549,379.01655,349.8353
Sample_15,Abeta42,,1.63466,,,7.846,
Sample_15,NGF,-0.01238,,0.29466,,,0.147
Sample_15,NLGN1,1.89349,1.55839,1.15517,98.87994,66.24061,37.60473
Sample_15,NPTX2,8.72146,8.45712,8.25817,6802.37714,5750.78079,5070.19389
Sample_15,MOG,8.6942,8.56295,8.30076,30.37065,27.95593,23.70386
Sample_16,VSNL1,3.82882,2.95319,,42.81979,22.23999,
Sample_16,OMG,6.52714,5.62398,,121.89186,72.89298,
Sample_16,STX1B,4.59447,3.6884,,138.62445,71.47512,
Sample_16,NPTXR,12.30078,11.48983,,2435.88505,1356.41091,
Sample_16,SYT1,3.85798,3.3065,,19.1904,12.9596,
Sample_16,ENO2,9.40631,8.7145,,7695.86381,4953.01814,
Sample_16,Inc Ctrl,-0.09693,0.12384,,,,
Sample_16,TREM1,14.36828,13.66935,,282.83765,170.09709,
Sample_16,S100B,1.28173,0.71379,,6.10242,2.49987,
Sample_16,DDAH1,6.72029,5.78453,,588.04283,331.4676,
Sample_16,KLK8,9.50444,9.0975,,1945.69912,1485.64697,
Sample_16,FOXO3,2.86613,3.01249,,29.15964,32.78981,
Sample_16,DDC,11.40308,10.69337,,2089.61482,1347.67391,
Sample_16,ITGAM,10.23293,9.73812,,10150.87801,6939.28824,
Sample_16,MMP10,11.51117,10.86472,,267.73393,174.11131,
Sample_16,SNCAIP,2.27583,1.88421,,4.15505,2.72447,
Sample_16,TREM2,15.35618,14.49879,,20135.26883,11183.33452,
Sample_16,Det Ctrl,-0.11334,0.03119,,,,
Sample_16,ITGB2,10.83044,10.57853,,40769.72032,34822.01045,
Sample_16,SMOC1,4.24949,4.25288,,727.92574,729.29494,
Sample_16,BACE1,6.80212,6.275,,722.38516,517.10989,
Sample_16,SCG2,6.81288,6.2237,,2105.95665,1461.95285,
Sample_16,BMP7,5.32863,4.82597,,2954.81167,2143.71093,
Sample_16,NPTX1,8.01949,7.44588,,7099.54075,5041.14951,
Sample_16,HLA-DRA,3.1047,,,566.79362,,
Sample_16,EIF2AK2,8.46558,7.79018,,33512.94762,22498.56822,
Sample_16,LRRK2,-0.27561,-0.42418,,227.90816,190.44902,
Sample_16,Ext Ctrl,0,0,,,,
Sample_16,SDC4,7.34612,6.936,,7092.52433,5432.08131,
Sample_16,NEFL,4.02449,3.47909,,536.56282,365.48705,
Sample_16,GDNF,1.10309,,,0.01781,,
Sample_16,CLSTN3,3.78465,2.52044,,405.48578,185.33696,
Sample_16,AGER,13.0556,12.58888,,1940.06176,1402.31432,
Sample_16,TP53,2.12199,1.67991,,0.23602,0.15264,
Sample_16,Abeta40,,2.35745,,,3.53753,
Sample_16,pTau217,2.79024,2.23588,,0.26523,0.16261,
Sample_16,GFAP,4.65964,,,23.91081,,
Sample_16,GLRX,8.10148,7.40171,,524.75652,332.88068,
Sample_16,WWOX,0.68867,0.63313,,0.65756,0.57609,
Sample_16,RTN4R,4.65948,3.8974,,588.4064,369.91753,
Sample_16,Abeta42,,1.30273,,,5.89391,
Sample_16,NGF,0.29707,,,0.14855,,
Sample_16,NLGN1,1.75472,1.63298,,84.2751,72.74712,
Sample_16,NPTX2,8.9921,8.35687,,8085.95897,5396.90565,
Sample_16,MOG,8.9429,8.43415,,35.55141,25.7773,
Sample_17,VSNL1,3.53652,3.18772,3.64453,34.5645,26.61825,37.4282
Sample_17,OMG,6.1288,5.97778,6.30906,97.4293,89.40263,107.87374
